"ID_NUM","YR_CDE","YEAR_TYPE","CASH_GIFT_NUM","CASH_GIFT_AMT","PROMISE_NUM","PROMISE_AMT","PROMISE_PMT_NUM","PROMISE_PMT_AMT","MATCH_GIFT_NUM","MATCH_GIFT_AMT","MATCH_PMT_NUM","MATCH_PMT_AMT","SOFT_CREDIT_NUM","SOFT_CREDIT_AMT","NON_CASH_NUM","NON_CASH_AMT","GIFTS_NUM","GIFTS_AMT","DEFER_NUM","DEFER_AMT","DEFER_PMT_NUM","DEFER_PMT_AMT","DON_RESTR_NUM","DON_RESTR_AMT","ORG_RESTR_NUM","ORG_RESTR_AMT","FIRST_GIFT_DTE","FIRST_GIFT_AMT","LAST_GIFT_DTE","LAST_GIFT_AMT","LARGEST_GIFT_DTE","LARGEST_GIFT_AMT","SMALLEST_GIFT_DTE","SMALLEST_GIFT_AMT","USER_NAME","JOB_NAME","JOB_TIME"
"1119","2021","F","2","25.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","25.00","0","0.00","0","0.00","0","0.00","0","0.00","1/20/2022 12:00:00 AM","12.50","1/20/2022 12:00:00 AM","12.50","1/20/2022 12:00:00 AM","12.50","1/20/2022 12:00:00 AM","12.50","JCOVARRUBIAS","w_gift_entry","1/25/2022 2:54:04 PM"
"1119","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:38:02 AM"
"1131","2020","F","4","275.00","0","0.00","0","0.00","0","0.00","0","0.00","149","149.00","0","0.00","4","275.00","0","0.00","0","0.00","0","0.00","0","0.00","10/19/2020 4:49:08 PM","150.00","4/22/2021 8:18:49 AM","25.00","10/19/2020 4:49:08 PM","150.00","4/22/2021 8:18:49 AM","25.00","drlynch","w_gift_entry","4/30/2021 10:22:28 AM"
"1131","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:38:18 AM"
"1134","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","drlynch","w_gift_entry","5/17/2021 10:54:55 AM"
"1137","2020","F","2","150.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","150.00","0","0.00","0","0.00","0","0.00","0","0.00","12/6/2020 12:00:00 AM","100.00","1/8/2021 12:10:49 PM","50.00","12/6/2020 12:00:00 AM","100.00","1/8/2021 12:10:49 PM","50.00","drlynch","w_gift_entry","3/16/2021 12:13:38 PM"
"1137","2021","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","12/10/2021 1:50:19 PM","100.00","12/10/2021 1:50:19 PM","100.00","12/10/2021 1:50:19 PM","100.00","12/10/2021 1:50:19 PM","100.00","JCOVARRUBIAS","w_gift_entry","12/10/2021 1:51:10 PM"
"1137","2022","F","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","11/30/2022 12:00:00 AM","20.00","11/30/2022 12:00:00 AM","20.00","11/30/2022 12:00:00 AM","20.00","11/30/2022 12:00:00 AM","20.00","JCOVARRUBIAS","w_gift_entry","1/10/2023 4:38:52 PM"
"1139","2021","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","2/8/2022 12:00:00 AM","100.00","2/8/2022 12:00:00 AM","100.00","2/8/2022 12:00:00 AM","100.00","2/8/2022 12:00:00 AM","100.00","JCOVARRUBIAS","w_gift_entry","2/15/2022 1:52:16 PM"
"1140","2022","F","1","150.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","1","150.00","0","0.00","0","0.00","0","0.00","0","0.00","4/27/2023 12:00:00 AM","150.00","4/27/2023 12:00:00 AM","150.00","4/27/2023 12:00:00 AM","150.00","4/27/2023 12:00:00 AM","150.00","JCOVARRUBIAS","w_gift_entry","4/28/2023 10:01:45 AM"
"1143","2020","F","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","2/23/2021 3:15:04 PM","50.00","2/23/2021 3:15:04 PM","50.00","2/23/2021 3:15:04 PM","50.00","2/23/2021 3:15:04 PM","50.00","drlynch","w_gift_entry","3/17/2021 1:37:50 PM"
"1143","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:38:09 AM"
"1154","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:37:41 AM"
"1159","2022","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","7/19/2022 12:00:00 AM","100.00","7/19/2022 12:00:00 AM","100.00","7/19/2022 12:00:00 AM","100.00","7/19/2022 12:00:00 AM","100.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:37:37 AM"
"1176","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:38:02 AM"
"1183","2020","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1300.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","drlynch","w_gift_entry","12/9/2020 2:31:06 PM"
"1183","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","5000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","jcovarrubias","w_gift_entry","11/2/2022 3:59:39 PM"
"1191","2020","F","3","46.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","46.00","0","0.00","0","0.00","0","0.00","0","0.00","10/5/2020 4:46:58 PM","25.00","4/23/2021 8:13:43 AM","1.00","10/5/2020 4:46:58 PM","25.00","4/23/2021 8:13:43 AM","1.00","drlynch","w_gift_entry","5/17/2021 10:45:55 AM"
"1191","2022","F","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","11/1/2022 12:00:00 AM","25.00","11/1/2022 12:00:00 AM","25.00","11/1/2022 12:00:00 AM","25.00","11/1/2022 12:00:00 AM","25.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:38:37 AM"
"1192","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:38:33 AM"
"1197","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:38:09 AM"
"1208","2020","F","5","1650.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","5","1650.00","0","0.00","0","0.00","0","0.00","0","0.00","9/10/2020 9:51:51 AM","250.00","6/30/2021 12:00:00 AM","150.00","11/20/2020 1:00:41 PM","1000.00","1/31/2021 12:00:00 AM","50.00","swhelchel","w_gift_entry","7/12/2021 9:02:11 AM"
"1208","2021","F","2","1200.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","1200.00","0","0.00","0","0.00","0","0.00","0","0.00","10/4/2021 12:00:00 AM","200.00","10/5/2021 11:21:54 AM","1000.00","10/5/2021 11:21:54 AM","1000.00","10/4/2021 12:00:00 AM","200.00","JCOVARRUBIAS","w_gift_entry","10/21/2021 2:19:43 PM"
"1208","2022","F","2","1300.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","2","1300.00","0","0.00","0","0.00","0","0.00","0","0.00","11/30/2022 12:00:00 AM","1150.00","2/27/2023 6:07:00 PM","150.00","11/30/2022 12:00:00 AM","1150.00","2/27/2023 6:07:00 PM","150.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:37:42 AM"
"1233","2020","F","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","12/1/2020 3:34:49 PM","50.00","12/1/2020 3:34:49 PM","50.00","12/1/2020 3:34:49 PM","50.00","12/1/2020 3:34:49 PM","50.00","drlynch","w_gift_entry","12/2/2020 1:41:58 PM"
"1233","2022","F","2","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","100.00","0","0.00","0","0.00","0","0.00","0","0.00","11/30/2022 12:00:00 AM","50.00","12/31/2022 12:00:00 AM","50.00","12/31/2022 12:00:00 AM","50.00","11/30/2022 12:00:00 AM","50.00","JCOVARRUBIAS","w_gift_entry","1/29/2023 5:09:07 PM"
"1234","2020","F","1","850.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","850.00","0","0.00","0","0.00","0","0.00","0","0.00","2/25/2021 6:21:21 PM","850.00","2/28/2021 12:00:00 AM","850.00","2/28/2021 12:00:00 AM","850.00","2/25/2021 6:21:21 PM","850.00","drlynch","w_gift_entry","3/24/2021 9:36:14 AM"
"1234","2022","F","1","587.50","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","587.50","0","0.00","0","0.00","0","0.00","0","0.00","10/24/2022 1:02:04 PM","587.50","10/24/2022 1:02:04 PM","587.50","10/24/2022 1:02:04 PM","587.50","10/24/2022 1:02:04 PM","587.50","JCOVARRUBIAS","w_gift_entry","10/24/2022 2:43:23 PM"
"1238","2020","F","7","95.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","7","95.00","0","0.00","0","0.00","0","0.00","0","0.00","12/31/2020 12:26:20 PM","35.00","6/25/2021 12:00:00 AM","10.00","12/31/2020 12:26:20 PM","35.00","2/24/2021 12:51:40 PM","10.00","drlynch","w_gift_entry","6/24/2021 10:28:19 AM"
"1238","2021","F","9","180.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","9","180.00","0","0.00","0","0.00","0","0.00","0","0.00","7/24/2021 12:00:00 AM","10.00","3/23/2022 3:30:22 PM","10.00","12/31/2021 12:00:00 AM","100.00","7/24/2021 12:00:00 AM","10.00","JCOVARRUBIAS","w_gift_entry","3/23/2022 5:31:56 PM"
"1239","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:37:47 AM"
"1241","2020","F","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","4/23/2021 8:13:43 AM","20.00","4/23/2021 8:13:43 AM","20.00","4/23/2021 8:13:43 AM","20.00","4/23/2021 8:13:43 AM","20.00","drlynch","w_gift_entry","4/23/2021 8:26:01 AM"
"1245","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","drlynch","w_gift_entry","5/10/2021 10:20:31 AM"
"1255","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","4/27/2021 9:50:07 AM","1.00","4/27/2021 9:50:07 AM","1.00","4/27/2021 9:50:07 AM","1.00","4/27/2021 9:50:07 AM","1.00","drlynch","w_gift_entry","4/30/2021 8:30:50 AM"
"1265","2020","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","6/25/2021 12:00:00 AM","100.00","6/25/2021 12:00:00 AM","100.00","6/25/2021 12:00:00 AM","100.00","6/25/2021 12:00:00 AM","100.00","drlynch","w_gift_entry","6/24/2021 10:29:53 AM"
"1265","2022","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","3/17/2023 12:00:00 AM","100.00","3/17/2023 12:00:00 AM","100.00","3/17/2023 12:00:00 AM","100.00","3/17/2023 12:00:00 AM","100.00","JCOVARRUBIAS","w_gift_entry","3/20/2023 1:25:58 PM"
"1267","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","drlynch","w_gift_entry","4/21/2021 12:43:14 PM"
"1267","2022","F","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","1/31/2023 12:00:00 AM","50.00","1/31/2023 12:00:00 AM","50.00","1/31/2023 12:00:00 AM","50.00","1/31/2023 12:00:00 AM","50.00","JCOVARRUBIAS","w_gift_entry","2/2/2023 5:20:12 PM"
"1274","2020","F","2","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","100.00","0","0.00","0","0.00","0","0.00","0","0.00","9/8/2020 7:54:00 AM","50.00","12/1/2020 3:34:49 PM","50.00","12/1/2020 3:34:49 PM","50.00","9/8/2020 7:54:00 AM","50.00","drlynch","w_gift_entry","12/2/2020 12:37:36 PM"
"1274","2021","F","1","200.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","200.00","0","0.00","0","0.00","0","0.00","0","0.00","10/6/2021 11:49:25 AM","200.00","10/6/2021 11:49:25 AM","200.00","10/6/2021 11:49:25 AM","200.00","10/6/2021 11:49:25 AM","200.00","JCOVARRUBIAS","w_gift_entry","10/6/2021 3:08:44 PM"
"1278","2020","F","9","225.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","9","225.00","0","0.00","0","0.00","0","0.00","0","0.00","10/16/2020 3:48:05 PM","25.00","6/17/2021 9:48:20 AM","25.00","6/17/2021 9:48:20 AM","25.00","10/16/2020 3:48:05 PM","25.00","drlynch","w_gift_entry","6/17/2021 9:53:35 AM"
"1278","2021","F","3","75.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","75.00","0","0.00","0","0.00","0","0.00","0","0.00","7/13/2021 12:00:00 AM","25.00","9/16/2021 12:00:00 AM","25.00","9/16/2021 12:00:00 AM","25.00","7/13/2021 12:00:00 AM","25.00","JCOVARRUBIAS","w_gift_entry","9/21/2021 10:49:01 AM"
"1279","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:38:18 AM"
"1293","2020","F","11","675.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","11","675.00","0","0.00","0","0.00","0","0.00","0","0.00","7/17/2020 3:34:52 PM","25.00","6/17/2021 9:48:20 AM","25.00","8/4/2020 2:30:39 PM","425.00","7/17/2020 3:34:52 PM","25.00","drlynch","w_gift_entry","6/17/2021 10:04:53 AM"
"1293","2021","F","9","225.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","9","225.00","0","0.00","0","0.00","0","0.00","0","0.00","7/16/2021 12:00:00 AM","25.00","5/22/2022 12:00:00 AM","25.00","5/22/2022 12:00:00 AM","25.00","7/16/2021 12:00:00 AM","25.00","JCOVARRUBIAS","w_gift_entry","5/24/2022 3:35:00 PM"
"1293","2022","F","8","250.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","8","250.00","0","0.00","0","0.00","0","0.00","0","0.00","8/16/2022 1:00:08 PM","25.00","4/16/2023 12:00:00 AM","25.00","2/7/2023 11:47:29 AM","75.00","8/16/2022 1:00:08 PM","25.00","JCOVARRUBIAS","w_gift_entry","4/18/2023 12:21:32 PM"
"1315","2020","F","12","1560.32","0","0.00","0","0.00","0","0.00","0","0.00","100","100.00","0","0.00","12","1560.32","0","0.00","0","0.00","0","0.00","0","0.00","8/4/2020 2:30:39 PM","425.00","6/17/2021 12:00:00 AM","172.30","8/4/2020 2:30:39 PM","425.00","9/10/2020 9:51:51 AM","39.00","drlynch","w_gift_entry","6/22/2021 8:34:41 AM"
"1315","2021","F","5","1246.77","0","0.00","0","0.00","0","0.00","0","0.00","1","138.89","0","0.00","5","1246.77","0","0.00","0","0.00","0","0.00","0","0.00","2/28/2022 12:00:00 AM","98.95","6/29/2022 12:00:00 AM","395.80","6/29/2022 12:00:00 AM","395.80","3/1/2022 12:00:00 AM","59.37","JCOVARRUBIAS","w_gift_entry","6/30/2022 11:26:06 AM"
"1315","2022","F","5","1519.60","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","5","1519.60","0","0.00","0","0.00","0","0.00","0","0.00","8/26/2022 12:00:00 AM","197.90","11/5/2022 12:00:00 AM","300.00","10/24/2022 1:02:04 PM","425.00","8/26/2022 12:00:00 AM","197.90","JCOVARRUBIAS","w_gift_entry","12/13/2022 4:06:18 PM"
"1318","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","4/27/2021 9:50:07 AM","1.00","4/27/2021 9:50:07 AM","1.00","4/27/2021 9:50:07 AM","1.00","4/27/2021 9:50:07 AM","1.00","drlynch","w_gift_entry","4/29/2021 9:50:38 AM"
"1328","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","5/7/2021 11:19:48 AM","1.00","5/7/2021 11:19:48 AM","1.00","5/7/2021 11:19:48 AM","1.00","5/7/2021 11:19:48 AM","1.00","drlynch","w_gift_entry","5/10/2021 8:19:32 AM"
"1333","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","drlynch","w_gift_entry","4/21/2021 12:31:11 PM"
"1339","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","drlynch","w_gift_entry","4/21/2021 12:11:25 PM"
"1357","2020","F","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","12/1/2020 3:34:49 PM","50.00","12/1/2020 3:34:49 PM","50.00","12/1/2020 3:34:49 PM","50.00","12/1/2020 3:34:49 PM","50.00","drlynch","w_gift_entry","12/2/2020 1:08:14 PM"
"1360","2022","F","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","12/31/2022 12:00:00 AM","20.00","12/31/2022 12:00:00 AM","20.00","12/31/2022 12:00:00 AM","20.00","12/31/2022 12:00:00 AM","20.00","JCOVARRUBIAS","w_gift_entry","1/5/2023 5:13:44 PM"
"1371","2020","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","12/2/2020 12:00:00 AM","100.00","12/2/2020 12:00:00 AM","100.00","12/2/2020 12:00:00 AM","100.00","12/2/2020 12:00:00 AM","100.00","drlynch","w_gift_entry","12/3/2020 11:13:13 AM"
"1383","2020","F","1","19.11","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","19.11","0","0.00","0","0.00","0","0.00","0","0.00","11/30/2020 4:21:31 PM","19.11","11/30/2020 4:21:31 PM","19.11","11/30/2020 4:21:31 PM","19.11","11/30/2020 4:21:31 PM","19.11","drlynch","w_gift_entry","11/30/2020 4:31:04 PM"
"1384","2020","F","2","26.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","26.00","0","0.00","0","0.00","0","0.00","0","0.00","12/1/2020 12:00:00 AM","25.00","4/27/2021 9:50:07 AM","1.00","12/1/2020 12:00:00 AM","25.00","4/27/2021 9:50:07 AM","1.00","drlynch","w_gift_entry","4/30/2021 8:16:40 AM"
"1389","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","4/27/2021 9:50:07 AM","1.00","4/27/2021 9:50:07 AM","1.00","4/27/2021 9:50:07 AM","1.00","4/27/2021 9:50:07 AM","1.00","drlynch","w_gift_entry","4/30/2021 8:09:12 AM"
"1395","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","drlynch","w_gift_entry","4/21/2021 1:17:43 PM"
"1396","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","drlynch","w_gift_entry","5/10/2021 10:17:19 AM"
"1399","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","4/21/2021 11:56:24 AM","1.00","drlynch","w_gift_entry","4/21/2021 12:54:21 PM"
