"GIFT_GROUP_NUM","GIFT_NUM","GIFT_TRAN_NUM","DONOR_ID","CAT_COMP_1","CAT_COMP_2","MEM_HONOR_CDE","AID_ELEMENT","CAMPAIGN_CDE","SOLICIT_CDE","GIVING_CLUB_CDE","MATCH_CO_ID","POLICY_CDE","MATCH_FORM_RECVD","SOLICITOR_ID","GIFT_DTE","GIFT_TRAN_AMT","GIVING_RELATION","CHARITABLE_YN","GIFT_TRAN_STS","SOFT_CREDIT_YN","PMT_RECVD","PMT_GROUP_NUM","PMT_GIFT_NUM","PMT_TRAN_NUM","GIFT_CLASS","SUB_CLASS_CDE","GIFT_SET_CDE","ANON_GIFT_TRAN","NOTATION_1","NOTATION_2","ORG_ACTION_REQ","DON_SPEC_ORG_USE","REQ_ACTION_DONE","VALID_UNTIL_DTE","RESTR_TYPE","CONTRIB_TYPE","BOOKED_YN","REASON_CDE","PERSON_REQ_CHG","PERSON_CHGING","REASON_DTE","MATURITY_AMT","MATURITY_DTE","PROPOSAL_NUM","GIFT_AREA_SEQ","UDEF_11_2N_1","UDEF_11_2N_2","UDEF_DTE_1","UDEF_DTE_2","UDEF_5A_1","UDEF_5A_2","UDEF_ID_1","UDEF_ID_2","UDEF_5N_1","UDEF_5N_2","USER_NAME","JOB_NAME","JOB_TIME"
"1626","1","100088","28672","ACADE","41700","","","","","","","","","","9/15/2022 12:00:00 AM","191.05","TR","Y","C","N","Y","","","","PT","","AN","N","","","N","N","N","8/31/2009 12:00:00 AM","U","C","Y","GFTN","PBROWN","PBROWN","8/31/2009 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","CSHORT","w_book_reverse_promises","9/8/2009 4:09:54 PM"
"1626","1","100089","28672","ACADE","41700","","","","","","","","","","9/15/2022 12:00:00 AM","400.00","TR","Y","C","N","Y","","","","PT","","AN","N","","","N","N","N","8/31/2009 12:00:00 AM","U","C","Y","GFTN","PBROWN","PBROWN","8/31/2009 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","CSHORT","w_book_reverse_promises","9/8/2009 4:09:54 PM"
"1626","1","100090","28672","ACADE","41700","","","","","","","","","","9/15/2024 12:00:00 AM","195.50","TR","Y","C","N","Y","","","","PT","","AN","N","","","N","N","N","8/31/2009 12:00:00 AM","U","C","Y","GFTN","PBROWN","PBROWN","8/31/2009 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","CSHORT","w_book_reverse_promises","9/8/2009 4:09:54 PM"
"1626","1","100091","28672","ACADE","41700","","","","","","","","","","9/15/2022 12:00:00 AM","170.00","TR","Y","C","N","Y","","","","PT","","AN","N","","","N","N","N","8/31/2009 12:00:00 AM","U","C","Y","GFTN","PBROWN","PBROWN","8/31/2009 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","CSHORT","w_book_reverse_promises","9/8/2009 4:09:54 PM"
"1626","1","100092","28672","ACADE","41700","","","","","","","","","","9/15/2022 12:00:00 AM","2280.23","TR","Y","C","N","Y","","","","PT","","AN","N","","","N","N","N","8/31/2009 12:00:00 AM","U","C","Y","GFTN","PBROWN","PBROWN","8/31/2009 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","CSHORT","w_book_reverse_promises","9/8/2009 4:09:54 PM"
"1626","1","100094","28672","ACADE","41700","","","","","","","","","","9/15/2022 12:00:00 AM","24.27","TR","Y","C","N","Y","","","","PT","","AN","N","","","N","N","N","8/31/2009 12:00:00 AM","U","C","Y","GFTN","PBROWN","PBROWN","8/31/2009 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","CSHORT","w_book_reverse_promises","9/8/2009 4:09:54 PM"
"1626","1","100095","28672","ACADE","41700","","","","","","","","","","9/15/2024 12:00:00 AM","10088.61","TR","Y","C","N","Y","","","","PT","","AN","N","","","N","N","N","8/31/2009 12:00:00 AM","U","C","Y","GFTN","PBROWN","PBROWN","8/31/2009 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","CSHORT","w_book_reverse_promises","9/8/2009 4:09:54 PM"
"4192","3","1","128029","CFDES","20101","","","","","","","","N","","1/2/2020 4:04:35 PM","1000.00","FR","Y","C","N","N","","","","CS","CK","AN","N","","","N","N","N","1/6/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/6/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/6/2020 1:13:06 PM"
"4192","3","300001","24179","CFDES","20101","","","","","","","","","","1/2/2020 4:04:35 PM","1000.00","AL","Y","C","Y","N","","","","CS","CK","AN","N","","","N","N","N","1/6/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","1/6/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","1/6/2020 1:12:32 PM"
"4201","1","1","25169","ANSCH","30000","","","","","","","","N","","1/6/2020 1:14:23 PM","50.00","FR","Y","C","N","N","","","","CS","OL","AS","N","","","N","N","N","1/6/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/6/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/6/2020 1:18:58 PM"
"4201","1","300001","44654","ANSCH","30000","","","","","","","","","","1/6/2020 1:14:23 PM","50.00","AL","Y","C","Y","N","","","","CS","OL","AS","N","","","N","N","N","1/6/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","1/6/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","1/6/2020 1:15:28 PM"
"4201","2","1","131077","CFUNR","10019","INM76","","","","","","","N","","1/6/2020 1:14:23 PM","25.00","FR","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","1/6/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/6/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/6/2020 1:18:58 PM"
"4201","3","1","127394","CFUNR","10017","INM77","","","","","","","N","","1/6/2020 1:14:23 PM","50.00","EM","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","1/6/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/6/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/6/2020 1:18:58 PM"
"4201","4","1","127217","CFUNR","10000","","","","","","","","N","","1/6/2020 1:14:23 PM","50.00","AL","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","1/6/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/6/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/6/2020 1:18:58 PM"
"4201","5","1","38352","CFDES","10190","","","","","","","","N","","1/6/2020 1:14:23 PM","20.00","AL","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","1/6/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/6/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/6/2020 1:18:58 PM"
"4204","1","1","25247","CFDES","10190","","","","","","","","N","","1/7/2020 2:42:44 PM","25.00","AL","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","1/7/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/7/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/7/2020 2:44:01 PM"
"4206","1","1","5924","CFDES","10190","","","","","","","","N","","1/8/2020 3:15:33 PM","41.67","AL","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","1/8/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/8/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/8/2020 3:16:49 PM"
"4207","1","1","2482","CFDES","10190","INH11","","","","","","","N","","1/9/2020 3:48:12 PM","1500.00","AL","Y","C","N","N","","","","CS","OL","AN","N","In Honor of Gloria Larry - Soft Credit","","N","N","N","1/9/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/9/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/9/2020 3:51:21 PM"
"4207","1","300001","26986","CFDES","10190","INH11","","","","","","","","","1/9/2020 3:48:12 PM","1500.00","AL","Y","C","Y","N","","","","CS","OL","AN","N","In Honor of Gloria Larry - Soft Credit","","N","N","N","1/9/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","1/9/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","1/9/2020 3:49:07 PM"
"4207","1","300002","32840","CFDES","10190","INH11","","","","","","","N","","1/9/2020 3:48:12 PM","1500.00","AL","Y","C","Y","N","","","","CS","OL","AN","N","In Honor of Gloria Larry - Barbara Curtis","","N","N","N","1/9/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","1/9/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_tran_details","1/9/2020 3:50:02 PM"
"4208","1","1","32715","CFDES","20264","","","WC","","","","","N","","1/10/2020 11:46:22 AM","1000.00","AL","N","C","N","N","","","","CS","CK","AN","N","","","N","N","N","1/10/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/10/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/10/2020 11:50:25 AM"
"4208","1","300001","26986","CFDES","20264","","","WC","","","","","N","","1/10/2020 11:46:22 AM","1000.00","OR","N","C","Y","N","","","","CS","CK","AN","N","","","N","N","N","1/10/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","1/10/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_tran_details","1/10/2020 11:47:57 AM"
"4208","1","300002","36721","CFDES","20264","","","WC","","","","","","","1/10/2020 11:46:22 AM","1000.00","FR","N","C","Y","N","","","","CS","CK","AN","N","","","N","N","N","1/10/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","1/10/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","1/10/2020 11:48:06 AM"
"4208","1","300003","98068","CFDES","20264","","","WC","","","","","","","1/10/2020 11:46:22 AM","1000.00","OR","N","C","Y","N","","","","CS","CK","AN","N","","","N","N","N","1/10/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","1/10/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","1/10/2020 11:48:11 AM"
"4208","2","1","25327","ENFUN","70109","","","","","","","","N","","1/10/2020 11:46:22 AM","1174.58","FD","N","C","N","N","","","","CS","CK","AS","N","","","N","N","N","1/10/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/10/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/10/2020 11:50:25 AM"
"4209","1","1","25361","CFDES","10195","","","","","","","","N","","1/13/2020 3:43:12 PM","40.00","OR","Y","C","N","N","","","","CS","CK","AN","N","","","N","N","N","1/13/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/13/2020 4:00:58 PM"
"4209","2","1","63136","CFUNR","10019","","","","","","","","N","","1/13/2020 3:43:12 PM","100.00","FR","Y","C","N","N","","","","CS","CK","AN","N","","","N","N","N","1/13/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/13/2020 4:00:58 PM"
"4209","3","1","24303","ANSCH","30000","","","","","","","","N","","1/13/2020 3:43:12 PM","55.00","AL","Y","C","N","N","","","","CS","CK","AN","N","","","N","N","N","1/13/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/13/2020 4:00:58 PM"
"4209","4","1","25327","ENFUN","80000","","","","","","","","N","","1/13/2020 3:43:12 PM","511.33","FD","Y","C","N","N","","","","CS","CK","AN","N","Curtis & Barbara Grissett Fund","","N","N","N","1/13/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/13/2020 4:00:58 PM"
"4209","4","300001","51528","ENFUN","80000","","","","","","","","","","1/13/2020 3:43:12 PM","511.33","TR","Y","C","Y","N","","","","CS","CK","AN","N","Curtis & Barbara Grissett Fund","","N","N","N","1/13/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","1/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","1/13/2020 3:50:35 PM"
"4209","5","1","25327","ENSCH","30065","","","","","","","","N","","1/13/2020 3:43:12 PM","1299.24","FD","N","C","N","N","","","","CS","CK","AN","N","","","N","N","N","1/13/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/13/2020 4:00:58 PM"
"4209","5","300001","51528","ENSCH","30065","","","","","","","","","","1/13/2020 3:43:12 PM","1299.24","TR","N","C","Y","N","","","","CS","CK","AN","N","","","N","N","N","1/13/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","1/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","1/13/2020 3:51:32 PM"
"4209","6","1","25327","ENFUN","70110","","","","","","","","N","","1/13/2020 3:43:12 PM","1099.30","FD","N","C","N","N","","","","CS","CK","AN","N","","","N","N","N","1/13/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/13/2020 4:00:59 PM"
"4209","6","300001","51528","ENFUN","70110","","","","","","","","","","1/13/2020 3:43:12 PM","1099.30","TR","N","C","Y","N","","","","CS","CK","AN","N","","","N","N","N","1/13/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","1/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","1/13/2020 3:52:13 PM"
"4209","7","1","25327","ENFUN","80000","","","","","","","","N","","1/13/2020 3:43:12 PM","140.42","FD","Y","C","N","N","","","","CS","CK","AN","N","Williams Memorial Scholarship","","N","N","N","1/13/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/13/2020 4:00:59 PM"
"4209","7","300001","51528","ENFUN","80000","","","","","","","","","","1/13/2020 3:43:12 PM","140.42","TR","Y","C","Y","N","","","","CS","CK","AN","N","Williams Memorial Scholarship","","N","N","N","1/13/2020 12:00:00 AM","U","C","N","GFTN","drlynch","drlynch","1/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_gift_select_soft_credit","1/13/2020 3:53:03 PM"
"4210","1","1","38352","CFDES","10195","","","","","","","","N","","1/13/2020 4:04:54 PM","20.00","AL","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","1/13/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/13/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/13/2020 4:06:13 PM"
"4214","1","1","131182","CFUNR","10019","","","","","","","","N","","1/15/2020 3:01:19 PM","25.00","FR","Y","C","N","N","","","","CS","OL","AN","N","","","N","N","N","1/15/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/15/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/15/2020 3:07:57 PM"
"4214","2","1","122954","CFUNR","10000","","","BTGD","","","","","N","","1/15/2020 3:01:19 PM","20.00","AL","Y","C","N","N","","","","CS","OL","AN","N","Bridging the Gap Campaign","","N","N","N","1/15/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/15/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/15/2020 3:07:57 PM"
"4215","1","1","126627","ENSCH","32020","","","","","","","","N","","1/15/2020 3:08:38 PM","9818.00","FR","Y","C","N","N","","","","CS","CK","AS","N","","","N","N","N","1/15/2020 12:00:00 AM","U","C","Y","GFTN","drlynch","drlynch","1/15/2020 12:00:00 AM","0.00","","","","0.00","0.00","","","","","","","0","0","drlynch","w_process_gift_groups","1/15/2020 3:11:41 PM"
