"ID_NUM","CAMPAIGN_CDE","YR_CDE","YEAR_TYPE","CASH_GIFT_NUM","CASH_GIFT_AMT","PROMISE_NUM","PROMISE_AMT","PROMISE_PMT_NUM","PROMISE_PMT_AMT","MATCH_GIFT_NUM","MATCH_GIFT_AMT","MATCH_PMT_NUM","MATCH_PMT_AMT","SOFT_CREDIT_NUM","SOFT_CREDIT_AMT","NON_CASH_NUM","NON_CASH_AMT","GIFTS_NUM","GIFTS_AMT","DEFER_NUM","DEFER_AMT","DEFER_PMT_NUM","DEFER_PMT_AMT","DON_RESTR_NUM","DON_RESTR_AMT","ORG_RESTR_NUM","ORG_RESTR_AMT","FIRST_GIFT_DTE","FIRST_GIFT_AMT","LAST_GIFT_DTE","LAST_GIFT_AMT","LARGEST_GIFT_DTE","LARGEST_GIFT_AMT","SMALLEST_GIFT_DTE","SMALLEST_GIFT_AMT","USER_NAME","JOB_NAME","JOB_TIME"
"1029","UNMS","2000","F","1","40.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","40.00","0","0.00","0","0.00","0","0.00","0","0.00","12/21/2000 12:00:00 AM","40.00","12/21/2000 12:00:00 AM","40.00","12/21/2000 12:00:00 AM","40.00","12/21/2000 12:00:00 AM","40.00","MTALLEN","w_recalc_summ_info","8/8/2011 4:05:06 PM"
"1064","WWW ","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","drlynch","w_gift_entry","5/10/2021 11:45:52 AM"
"1068","WWW ","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","5/28/2021 12:00:00 AM","1.00","5/28/2021 12:00:00 AM","1.00","5/28/2021 12:00:00 AM","1.00","5/28/2021 12:00:00 AM","1.00","drlynch","w_gift_entry","6/7/2021 10:36:06 AM"
"1070","C150","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:38:25 AM"
"1070","WDEB","2011","F","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","3/13/2012 12:03:35 PM","25.00","3/13/2012 12:03:35 PM","25.00","3/13/2012 12:03:35 PM","25.00","3/13/2012 12:03:35 PM","25.00","MTALLEN","w_gift_entry","3/13/2012 12:46:14 PM"
"1070","WDEB","2012","F","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","3/13/2013 4:29:57 PM","25.00","3/13/2013 4:29:57 PM","25.00","3/13/2013 4:29:57 PM","25.00","3/13/2013 4:29:57 PM","25.00","MTALLEN","w_gift_entry","3/13/2013 4:52:50 PM"
"1070","WDEB","2017","F","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","3/23/2018 9:19:01 AM","25.00","3/23/2018 9:19:01 AM","25.00","3/23/2018 9:19:01 AM","25.00","3/23/2018 9:19:01 AM","25.00","mtallen","w_gift_entry","3/23/2018 10:49:36 AM"
"1070","WDEB","2018","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","8/13/2018 11:12:31 AM","25.00","8/13/2018 11:12:31 AM","25.00","8/13/2018 11:12:31 AM","0.00","8/13/2018 11:12:31 AM","0.00","drlynch","w_gift_entry","8/13/2018 1:07:31 PM"
"1071","C150","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:38:25 AM"
"1071","WDEB","2003","F","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","3/15/2004 12:00:00 AM","20.00","3/15/2004 12:00:00 AM","20.00","3/15/2004 12:00:00 AM","20.00","3/15/2004 12:00:00 AM","20.00","MTALLEN","w_recalc_summ_info","8/8/2011 4:28:57 PM"
"1071","WDEB","2012","F","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","3/13/2013 4:29:57 PM","25.00","3/13/2013 4:29:57 PM","25.00","3/13/2013 4:29:57 PM","25.00","3/13/2013 4:29:57 PM","25.00","MTALLEN","w_gift_entry","3/13/2013 4:46:11 PM"
"1071","WDEB","2015","F","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","3/15/2016 9:47:54 AM","50.00","3/15/2016 9:47:54 AM","50.00","3/15/2016 9:47:54 AM","50.00","3/15/2016 9:47:54 AM","50.00","MTALLEN","w_gift_entry","3/15/2016 10:56:40 AM"
"1071","WDEB","2017","F","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","3/23/2018 9:19:01 AM","25.00","3/23/2018 9:19:01 AM","25.00","3/23/2018 9:19:01 AM","25.00","3/23/2018 9:19:01 AM","25.00","mtallen","w_gift_entry","3/23/2018 10:44:29 AM"
"1071","WDEB","2018","F","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","8/13/2018 11:12:31 AM","25.00","3/11/2019 12:33:32 PM","25.00","3/11/2019 12:33:32 PM","25.00","3/11/2019 12:33:32 PM","25.00","drlynch","w_gift_entry","3/11/2019 12:35:27 PM"
"1081","C150","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:37:52 AM"
"1081","FO  ","2011","F","1","150.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","150.00","0","0.00","0","0.00","0","0.00","0","0.00","3/12/2012 1:04:36 PM","150.00","3/12/2012 1:04:36 PM","150.00","3/12/2012 1:04:36 PM","150.00","3/12/2012 1:04:36 PM","150.00","MTALLEN","w_gift_entry","3/12/2012 3:11:18 PM"
"1081","FOC ","2012","F","1","14.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","14.00","0","0.00","0","0.00","0","0.00","0","0.00","10/5/2012 11:52:24 AM","14.00","11/13/2012 4:21:26 PM","0.00","10/5/2012 11:52:24 AM","14.00","11/13/2012 4:21:26 PM","0.00","MTALLEN","w_gift_entry","11/14/2012 3:20:49 PM"
"1081","RATH","2005","F","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","11/11/2005 3:30:26 PM","25.00","11/11/2005 3:30:26 PM","25.00","11/11/2005 3:30:26 PM","25.00","11/11/2005 3:30:26 PM","25.00","MTALLEN","w_recalc_summ_info","8/8/2011 4:50:54 PM"
"1081","UNC4","2013","F","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","12/31/2013 12:00:00 AM","25.00","12/31/2013 12:00:00 AM","25.00","12/31/2013 12:00:00 AM","25.00","12/31/2013 12:00:00 AM","25.00","MTALLEN","w_gift_entry","1/10/2014 3:16:09 PM"
"1081","WABR","1998","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","3/10/1999 12:00:00 AM","100.00","3/10/1999 12:00:00 AM","100.00","3/10/1999 12:00:00 AM","100.00","3/10/1999 12:00:00 AM","100.00","MTALLEN","w_recalc_summ_info","8/8/2011 3:52:02 PM"
"1092","C150","2022","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","10/25/2022 12:00:00 AM","100.00","10/25/2022 12:00:00 AM","100.00","10/25/2022 12:00:00 AM","100.00","10/25/2022 12:00:00 AM","100.00","jcovarrubias","w_gift_entry","11/2/2022 3:32:03 PM"
"1092","QUAS","1999","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","12/7/1999 12:00:00 AM","100.00","12/7/1999 12:00:00 AM","100.00","12/7/1999 12:00:00 AM","100.00","12/7/1999 12:00:00 AM","100.00","MTALLEN","w_recalc_summ_info","8/8/2011 3:53:17 PM"
"1092","UN18","2015","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","12/31/2015 12:00:00 AM","100.00","12/31/2015 12:00:00 AM","100.00","12/31/2015 12:00:00 AM","100.00","12/31/2015 12:00:00 AM","100.00","MTALLEN","w_gift_entry","1/5/2016 11:43:52 AM"
"1092","UNCF","1998","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","11/5/1998 12:00:00 AM","100.00","11/5/1998 12:00:00 AM","100.00","11/5/1998 12:00:00 AM","100.00","11/5/1998 12:00:00 AM","100.00","MTALLEN","w_recalc_summ_info","8/8/2011 3:53:17 PM"
"1092","UNM3","2005","F","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","12/6/2005 11:56:34 AM","25.00","12/6/2005 11:56:34 AM","25.00","12/6/2005 11:56:34 AM","25.00","12/6/2005 11:56:34 AM","25.00","MTALLEN","w_recalc_summ_info","8/8/2011 4:51:25 PM"
"1092","UNM4","2005","F","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","12/8/2005 11:35:00 AM","25.00","12/8/2005 11:35:00 AM","25.00","12/8/2005 11:35:00 AM","25.00","12/8/2005 11:35:00 AM","25.00","MTALLEN","w_recalc_summ_info","8/8/2011 4:51:48 PM"
"1092","UNM7","2021","F","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","1/5/2022 12:00:00 AM","50.00","1/5/2022 12:00:00 AM","50.00","1/5/2022 12:00:00 AM","50.00","1/5/2022 12:00:00 AM","50.00","JCOVARRUBIAS","w_gift_entry","1/25/2022 9:24:11 AM"
"1092","UNM8","2021","F","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","1/5/2022 12:00:00 AM","50.00","1/5/2022 12:00:00 AM","50.00","1/5/2022 12:00:00 AM","50.00","1/5/2022 12:00:00 AM","50.00","JCOVARRUBIAS","w_gift_entry","1/25/2022 9:24:36 AM"
"1092","WDBE","2013","F","1","500.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","500.00","0","0.00","0","0.00","0","0.00","0","0.00","10/29/2013 10:50:37 AM","500.00","10/29/2013 10:50:37 AM","500.00","10/29/2013 10:50:37 AM","500.00","10/29/2013 10:50:37 AM","500.00","MTALLEN","w_gift_entry","10/29/2013 4:41:42 PM"
"1092","WDBE","2014","F","1","200.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","200.00","0","0.00","0","0.00","0","0.00","0","0.00","10/30/2014 3:05:48 PM","200.00","10/30/2014 3:05:48 PM","200.00","10/30/2014 3:05:48 PM","200.00","10/30/2014 3:05:48 PM","200.00","MTALLEN","w_gift_entry","10/31/2014 9:47:15 AM"
"1092","WDBE","2019","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","10/29/2019 12:00:00 AM","100.00","10/29/2019 12:00:00 AM","100.00","10/29/2019 12:00:00 AM","100.00","10/29/2019 12:00:00 AM","100.00","drlynch","w_gift_entry","10/29/2019 10:24:29 AM"
"1096","UNCF","1998","F","1","150.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","150.00","0","0.00","0","0.00","0","0.00","0","0.00","2/8/1999 12:00:00 AM","150.00","2/8/1999 12:00:00 AM","150.00","2/8/1999 12:00:00 AM","150.00","2/8/1999 12:00:00 AM","150.00","MTALLEN","w_recalc_summ_info","8/8/2011 3:53:37 PM"
"1096","UNCF","2001","F","1","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","12/21/2001 12:00:00 AM","1000.00","12/21/2001 12:00:00 AM","1000.00","12/21/2001 12:00:00 AM","1000.00","12/21/2001 12:00:00 AM","1000.00","MTALLEN","w_recalc_summ_info","8/8/2011 3:55:29 PM"
"1096","UNCF","2002","F","1","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","11/26/2002 9:48:48 AM","1000.00","11/26/2002 9:48:48 AM","1000.00","11/26/2002 9:48:48 AM","1000.00","11/26/2002 9:48:48 AM","1000.00","MTALLEN","w_recalc_summ_info","8/8/2011 4:11:26 PM"
"1104","C150","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:38:21 AM"
"1104","PRES","2011","F","1","10.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","10.00","0","0.00","0","0.00","0","0.00","0","0.00","10/17/2011 12:15:41 PM","10.00","10/17/2011 12:15:41 PM","10.00","10/17/2011 12:15:41 PM","10.00","10/17/2011 12:15:41 PM","10.00","MTALLEN","w_gift_entry","10/17/2011 12:38:28 PM"
"1104","PRES","2012","F","1","10.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","10.00","0","0.00","0","0.00","0","0.00","0","0.00","10/12/2012 2:27:34 PM","10.00","10/12/2012 2:27:34 PM","10.00","10/12/2012 2:27:34 PM","10.00","10/12/2012 2:27:34 PM","10.00","MTALLEN","w_gift_entry","10/12/2012 3:16:04 PM"
"1119","C150","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:38:02 AM"
"1119","UD  ","2011","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","10/19/2011 4:28:15 PM","100.00","10/19/2011 4:28:15 PM","100.00","10/19/2011 4:28:15 PM","100.00","10/19/2011 4:28:15 PM","100.00","MTALLEN","w_gift_entry","10/20/2011 4:59:59 PM"
"1119","UNM7","2021","F","1","12.50","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","12.50","0","0.00","0","0.00","0","0.00","0","0.00","1/20/2022 12:00:00 AM","12.50","1/20/2022 12:00:00 AM","12.50","1/20/2022 12:00:00 AM","12.50","1/20/2022 12:00:00 AM","12.50","JCOVARRUBIAS","w_gift_entry","1/25/2022 2:53:36 PM"
"1119","UNM8","2021","F","1","12.50","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","12.50","0","0.00","0","0.00","0","0.00","0","0.00","1/20/2022 12:00:00 AM","12.50","1/20/2022 12:00:00 AM","12.50","1/20/2022 12:00:00 AM","12.50","1/20/2022 12:00:00 AM","12.50","JCOVARRUBIAS","w_gift_entry","1/25/2022 2:54:04 PM"
"1119","WDJE","2016","F","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","10/17/2016 11:06:02 AM","20.00","10/17/2016 11:06:02 AM","20.00","10/17/2016 11:06:02 AM","20.00","10/17/2016 11:06:02 AM","20.00","mtallen","w_gift_entry","10/17/2016 12:31:12 PM"
"1131","C150","2022","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","JCOVARRUBIAS","w_gift_entry","3/13/2023 11:38:18 AM"
"1131","GT  ","2020","F","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","50.00","0","0.00","0","0.00","0","0.00","0","0.00","12/2/2020 12:00:00 AM","50.00","12/2/2020 12:00:00 AM","50.00","12/2/2020 12:00:00 AM","50.00","12/2/2020 12:00:00 AM","50.00","drlynch","w_gift_entry","12/7/2020 1:44:33 PM"
"1131","PRES","2011","F","1","10.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","10.00","0","0.00","0","0.00","0","0.00","0","0.00","10/17/2011 3:33:17 PM","10.00","10/17/2011 3:33:17 PM","10.00","10/17/2011 3:33:17 PM","10.00","10/17/2011 3:33:17 PM","10.00","MTALLEN","w_gift_entry","10/17/2011 4:55:34 PM"
"1131","WWW ","2020","F","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","149","149.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","drlynch","w_gift_entry","4/30/2021 10:22:28 AM"
"1134","WWW ","2020","F","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1.00","0","0.00","0","0.00","0","0.00","0","0.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","4/23/2021 8:13:43 AM","1.00","drlynch","w_gift_entry","5/17/2021 10:54:55 AM"
"1137","BTGD","2018","F","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","4/18/2019 10:38:29 AM","20.00","4/18/2019 10:38:29 AM","20.00","4/18/2019 10:38:29 AM","20.00","4/18/2019 10:38:29 AM","20.00","drlynch","w_gift_entry","4/18/2019 10:42:19 AM"
"1137","C145","2017","F","4","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","100.00","0","0.00","0","0.00","0","0.00","0","0.00","11/8/2017 12:34:16 PM","25.00","2/6/2018 10:19:08 AM","25.00","2/6/2018 10:19:08 AM","25.00","11/8/2017 12:34:16 PM","25.00","mtallen","w_gift_entry","2/6/2018 10:49:21 AM"
"1137","C150","2022","F","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","20.00","0","0.00","0","0.00","0","0.00","0","0.00","11/30/2022 12:00:00 AM","20.00","11/30/2022 12:00:00 AM","20.00","11/30/2022 12:00:00 AM","20.00","11/30/2022 12:00:00 AM","20.00","JCOVARRUBIAS","w_gift_entry","1/10/2023 4:38:52 PM"
"1137","FO20","2019","F","1","147.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","147.00","0","0.00","0","0.00","0","0.00","0","0.00","2/25/2020 12:44:57 PM","147.00","2/25/2020 12:44:57 PM","147.00","2/25/2020 12:44:57 PM","147.00","2/25/2020 12:44:57 PM","147.00","drlynch","w_gift_entry","2/25/2020 12:48:20 PM"
"1137","FOC ","2012","F","6","120.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","6","120.00","0","0.00","0","0.00","0","0.00","0","0.00","8/16/2012 5:08:16 PM","20.00","1/25/2013 2:40:00 PM","20.00","1/25/2013 2:40:00 PM","20.00","11/30/2012 8:26:32 AM","20.00","MTALLEN","w_gift_entry","1/25/2013 3:40:35 PM"
"1137","GT  ","2020","F","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","12/6/2020 12:00:00 AM","100.00","12/6/2020 12:00:00 AM","100.00","12/6/2020 12:00:00 AM","100.00","12/6/2020 12:00:00 AM","100.00","drlynch","w_gift_entry","12/7/2020 2:58:52 PM"
"1137","UNCF","2001","F","4","40.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","40.00","0","0.00","0","0.00","0","0.00","0","0.00","2/28/2002 12:00:00 AM","10.00","6/28/2002 1:54:24 PM","10.00","6/28/2002 1:54:24 PM","10.00","2/28/2002 12:00:00 AM","10.00","MTALLEN","w_recalc_summ_info","8/8/2011 4:04:11 PM"
"1137","UNCF","2002","F","1","10.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","10.00","0","0.00","0","0.00","0","0.00","0","0.00","7/31/2002 12:00:00 AM","10.00","7/31/2002 12:00:00 AM","10.00","7/31/2002 12:00:00 AM","10.00","7/31/2002 12:00:00 AM","10.00","MTALLEN","w_recalc_summ_info","8/8/2011 4:05:23 PM"
"1137","UNM3","2004","F","0","0.00","0","0.00","4","60.00","0","0.00","0","0.00","0","0.00","0","0.00","4","60.00","0","0.00","0","0.00","0","0.00","0","0.00","9/30/2004 12:00:00 AM","15.00","12/31/2004 12:00:00 AM","15.00","12/31/2004 12:00:00 AM","15.00","9/30/2004 12:00:00 AM","15.00","MTALLEN","w_recalc_summ_info","8/8/2011 4:38:18 PM"
